org_id,pc1,pc2
ORG_473828447,-0.017722728,-0.059489094
ORG_510201464,0.004460532,-0.038969312
ORG_452997389,0.00096452545,-0.26593396
ORG_060734484,0.11594935,-0.13011424
ORG_811287290,0.09922944,0.27324983
ORG_990735985,0.05595411,-0.067370474
ORG_113283268,0.08283017,0.15289418
ORG_473164801,0.10983918,0.19281924
ORG_202864182,0.0153842,-0.15306245
ORG_262827004,-0.27661923,0.014564587
ORG_314380038,0.080450326,-0.04085496
ORG_311604759,0.023014687,-0.061532132
ORG_112254468,0.057304483,-0.016675474
ORG_474405178,0.13698271,0.17745505
ORG_844773729,0.08919961,0.20132133
ORG_521845000,0.077227496,-0.018227303
ORG_510163232,0.11135386,-0.09079241
ORG_133922718,0.026202573,-0.08763648
ORG_273539636,-0.16004555,0.016812423
ORG_042199875,-0.01980016,-0.0841408
ORG_363498610,0.07942589,-0.03766607
ORG_271849119,-0.0555064,-0.07470873
ORG_061462952,0.06655584,-8.289627e-05
ORG_472547128,-0.041693922,-0.053218722
ORG_411782426,-0.01860419,0.08996055
ORG_382367318,0.04990119,-0.10737189
ORG_540932392,-0.04616787,0.2223815
ORG_570856625,0.02075277,0.03307591
ORG_461191367,-0.018151334,-0.08200028
ORG_010708152,-0.22646432,0.06743467
ORG_237303789,0.07834064,-0.06765983
ORG_363364115,-0.1046916,-0.061474204
ORG_461371507,0.04725835,-0.21394637
ORG_363923384,-0.015201806,-0.15558665
ORG_814505454,0.11872361,0.17548285
ORG_264206949,-0.08060177,-0.034337115
ORG_363283081,-0.08289065,0.32559398
ORG_116016169,-0.08819544,-0.0013115002
ORG_237420526,0.07511004,0.06202662
ORG_540368118,0.06242427,0.024527527
ORG_581928259,0.040070985,-0.03261907
ORG_222699876,0.05311225,0.08718868
ORG_222584082,0.06468622,-0.09010289
ORG_582009179,0.12455119,-0.035372365
ORG_932615519,-0.02290623,-0.07634491
ORG_262464627,0.0058559175,-0.05496339
ORG_481122451,0.04898027,-0.120105036
ORG_883416769,0.12556934,0.2762798
ORG_992570600,-0.22249542,0.055482928
ORG_310670449,0.043802656,0.032153144
ORG_060958573,-0.008731524,-0.112772584
ORG_411607576,-0.060337212,-0.14615259
ORG_852167776,0.01750838,-0.119706646
ORG_550867133,0.038107097,-0.04950203
ORG_391368949,0.006618394,0.32516745
ORG_900967936,0.16293097,0.32684872
ORG_362695787,0.016273348,-0.02368432
ORG_411738096,0.1376559,0.0071464046
ORG_223183508,-0.013471225,-0.0037516705
ORG_411816147,-0.0054464582,-0.010782617
ORG_010742567,-0.02653855,-0.099482425
ORG_871670487,-0.10393075,-0.056580033
ORG_520888272,0.06361905,-0.07408546
ORG_264690726,0.02546425,-0.0044199224
ORG_200406633,0.040682696,0.0149006415
ORG_462841985,0.017112995,-0.05554165
ORG_561837740,-0.017399052,-0.010167668
ORG_841655629,-0.118652746,0.022783663
ORG_363832624,0.046174593,-0.23086844
ORG_992764894,-0.1211956,-0.041953843
ORG_550657793,-0.0053145993,-0.026099537
ORG_264618694,0.020286605,-0.015537895
ORG_362896999,-0.06739872,-0.18146384
ORG_833414476,-0.010863235,0.048380297
ORG_046004711,0.03432065,-0.038866132
ORG_371433558,-0.39264435,-0.029601991
